Group Count: 52
No Type Group Count: 0
Total Vertex Count: 5394
Total Face Count: 4857

Group Type: map_room
Group Id: 0
data: -1
data: -1

Vertex List:
Vertex Count: 146

0:    1.554998, -0.750000, -14.377936
    4 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 79, 80, 21, 3
      UV: u:0.125000, v:0.500000
      UV: u:0.250000, v:0.500000
      UV: u:0.083333, v:1.000000
      UV: u:0.125000, v:1.000000
      tIndex: 0, name: (null)
    5 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 94, 95, 20, 6
      UV: u:0.416667, v:1.000000
      UV: u:0.458333, v:0.000000
      UV: u:0.920290, v:1.000000
      UV: u:0.000000, v:1.000000
      tIndex: 0, name: (null)
    6 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 103, 104, 1, 64
      UV: u:0.791667, v:1.000000
      UV: u:0.833333, v:0.000000
      UV: u:0.500000, v:1.000000
      UV: u:0.791667, v:1.000000
      tIndex: 0, name: (null)
    7 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 98, 99, 7, 9
      UV: u:0.583333, v:1.000000
      UV: u:0.579710, v:1.000000
      UV: u:0.601449, v:1.000000
      UV: u:0.583333, v:1.000000
      tIndex: 0, name: (null)
    8 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 63, 64, 1, 10
      UV: u:0.416667, v:0.750000
      UV: u:0.791667, v:1.000000
      UV: u:0.833333, v:1.000000
      UV: u:0.416667, v:1.000000
      tIndex: 0, name: (null)
    9 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 104, 105, 10, 1
      UV: u:0.833333, v:1.000000
      UV: u:0.875000, v:0.000000
      UV: u:0.416667, v:1.000000
      UV: u:0.833333, v:1.000000
      tIndex: 0, name: (null)
    10 Face:
      Collision Type: map_floor
      Vertex Count: 4
      vIndex: 65, 66, 11, 0
      UV: u:0.583333, v:0.750000
      UV: u:0.666667, v:0.750000
      UV: u:0.250000, v:0.333333
      UV: u:0.583333, v:1.000000
      tIndex: 0, name: (null)
    11 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 97, 98, 9, 13
      UV: u:0.541667, v:1.000000
      UV: u:0.583333, v:0.000000
      UV: u:0.681159, v:1.000000
      UV: u:0.541667, v:1.000000
      tIndex: 0, name: (null)
    12 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 62, 63, 10, 74
      UV: u:0.333333, v:0.750000
      UV: u:0.416667, v:0.750000
      UV: u:0.875000, v:1.000000
      UV: u:0.333333, v:1.000000
      tIndex: 0, name: (null)
    13 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 107, 86, 14, 82
      UV: u:0.958333, v:1.000000
      UV: u:0.000000, v:0.000000
      UV: u:0.500000, v:1.000000
      UV: u:0.958333, v:1.000000
      tIndex: 0, name: (null)
    14 Face:
      Collision Type: map_floor
      Vertex Count: 4
      vIndex: 66, 67, 75, 11
      UV: u:0.666667, v:0.750000
      UV: u:0.750000, v:0.750000
      UV: u:0.750000, v:0.250000
      UV: u:0.666667, v:1.000000
      tIndex: 0, name: (null)
    15 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 96, 97, 13, 17
      UV: u:0.500000, v:1.000000
      UV: u:0.541667, v:0.000000
      UV: u:0.760869, v:1.000000
      UV: u:0.500000, v:1.000000
      tIndex: 0, name: (null)
    16 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 81, 82, 14, 18
      UV: u:0.375000, v:0.500000
      UV: u:0.958333, v:1.000000
      UV: u:0.000000, v:1.000000
      UV: u:0.375000, v:1.000000
      tIndex: 0, name: (null)
    17 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 86, 126, 18, 14
      UV: u:0.000000, v:1.000000
      UV: u:0.041667, v:0.000000
      UV: u:0.375000, v:1.000000
      UV: u:1.000000, v:1.000000
      tIndex: 0, name: (null)
    18 Face:
      Collision Type: map_floor
      Vertex Count: 4
      vIndex: 83, 84, 127, 15
      UV: u:0.625000, v:0.500000
      UV: u:0.750000, v:0.500000
      UV: u:0.750000, v:0.500000
      UV: u:0.625000, v:1.000000
      tIndex: 0, name: (null)
    19 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 95, 96, 17, 20
      UV: u:0.458333, v:1.000000
      UV: u:0.500000, v:0.000000
      UV: u:0.840580, v:1.000000
      UV: u:0.458333, v:1.000000
      tIndex: 0, name: (null)
    20 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 80, 81, 18, 21
      UV: u:0.250000, v:0.500000
      UV: u:0.375000, v:0.500000
      UV: u:0.041667, v:1.000000
      UV: u:0.250000, v:1.000000
      tIndex: 0, name: (null)
    21 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 132, 133, 94, 6
      UV: u:0.416667, v:1.000000
      UV: u:0.021739, v:0.000000
      UV: u:0.416667, v:0.000000
      UV: u:1.000000, v:1.000000
      tIndex: 0, name: (null)
    22 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 145, 132, 6, 20
      UV: u:0.250000, v:0.750000
      UV: u:0.000000, v:0.000000
      UV: u:0.416667, v:1.000000
      UV: u:0.920290, v:1.000000
      tIndex: 0, name: (null)
    23 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 144, 145, 20, 17
      UV: u:0.250000, v:0.500000
      UV: u:0.920290, v:0.000000
      UV: u:0.458333, v:1.000000
      UV: u:0.840580, v:1.000000
      tIndex: 0, name: (null)
    24 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 143, 144, 17, 13
      UV: u:0.250000, v:0.250000
      UV: u:0.840580, v:0.000000
      UV: u:0.500000, v:1.000000
      UV: u:0.760869, v:1.000000
      tIndex: 0, name: (null)
    25 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 142, 143, 13, 9
      UV: u:0.250000, v:0.000000
      UV: u:0.760869, v:0.000000
      UV: u:0.541667, v:1.000000
      UV: u:0.681159, v:1.000000
      tIndex: 0, name: (null)
    26 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 141, 142, 9, 7
      UV: u:0.500000, v:1.000000
      UV: u:0.681159, v:0.000000
      UV: u:0.583333, v:1.000000
      UV: u:0.601449, v:1.000000
      tIndex: 0, name: (null)
    27 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 140, 141, 7, 99
      UV: u:0.625000, v:0.000000
      UV: u:0.601449, v:0.000000
      UV: u:0.625000, v:1.000000
      UV: u:0.579710, v:1.000000
      tIndex: 0, name: (null)
    28 Face:
      Collision Type: map_floor
      Vertex Count: 4
      vIndex: 138, 139, 4, 8
      UV: u:0.500000, v:0.333333
      UV: u:0.500000, v:0.000000
      UV: u:0.750000, v:0.333333
      UV: u:0.420290, v:1.000000
      tIndex: 0, name: (null)
    29 Face:
      Collision Type: map_floor
      Vertex Count: 4
      vIndex: 137, 138, 8, 12
      UV: u:1.000000, v:0.250000
      UV: u:0.420290, v:0.000000
      UV: u:0.000000, v:0.000000
      UV: u:0.340580, v:1.000000
      tIndex: 0, name: (null)
    30 Face:
      Collision Type: map_floor
      Vertex Count: 4
      vIndex: 136, 137, 12, 16
      UV: u:1.000000, v:0.500000
      UV: u:0.340580, v:0.000000
      UV: u:0.000000, v:0.250000
      UV: u:0.260870, v:1.000000
      tIndex: 0, name: (null)
    31 Face:
      Collision Type: map_floor
      Vertex Count: 4
      vIndex: 135, 136, 16, 19
      UV: u:1.000000, v:0.750000
      UV: u:0.260870, v:0.000000
      UV: u:0.000000, v:0.500000
      UV: u:0.181159, v:1.000000
      tIndex: 0, name: (null)
    32 Face:
      Collision Type: map_floor
      Vertex Count: 4
      vIndex: 134, 135, 19, 5
      UV: u:1.000000, v:1.000000
      UV: u:0.181159, v:0.000000
      UV: u:0.000000, v:0.750000
      UV: u:0.101449, v:1.000000
      tIndex: 0, name: (null)
    33 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 92, 93, 23, 35
      UV: u:0.333333, v:1.000000
      UV: u:0.375000, v:0.000000
      UV: u:0.083333, v:0.000000
      UV: u:0.333333, v:1.000000
      tIndex: 0, name: (null)
    34 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 36, 35, 23, 24
      UV: u:0.166667, v:0.250000
      UV: u:0.333333, v:1.000000
      UV: u:0.500000, v:1.000000
      UV: u:0.166667, v:0.000000
      tIndex: 0, name: (null)
    35 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 37, 36, 24, 25
      UV: u:0.250000, v:0.250000
      UV: u:0.166667, v:0.250000
      UV: u:0.500000, v:0.750000
      UV: u:0.250000, v:0.000000
      tIndex: 0, name: (null)
    36 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 38, 37, 25, 26
      UV: u:0.333333, v:0.250000
      UV: u:0.250000, v:0.250000
      UV: u:0.500000, v:0.500000
      UV: u:0.333333, v:0.000000
      tIndex: 0, name: (null)
    37 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 39, 38, 26, 27
      UV: u:0.416667, v:0.250000
      UV: u:0.333333, v:0.250000
      UV: u:0.500000, v:0.250000
      UV: u:0.416667, v:0.000000
      tIndex: 0, name: (null)
    38 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 40, 39, 27, 28
      UV: u:0.500000, v:0.250000
      UV: u:0.416667, v:0.250000
      UV: u:0.250000, v:0.666667
      UV: u:0.666667, v:1.000000
      tIndex: 0, name: (null)
    39 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 100, 101, 40, 28
      UV: u:0.666667, v:1.000000
      UV: u:0.708333, v:0.000000
      UV: u:0.500000, v:0.250000
      UV: u:0.666667, v:1.000000
      tIndex: 0, name: (null)
    40 Face:
      Collision Type: map_floor
      Vertex Count: 4
      vIndex: 42, 41, 29, 30
      UV: u:0.666667, v:0.250000
      UV: u:0.583333, v:0.250000
      UV: u:0.250000, v:0.000000
      UV: u:0.666667, v:0.000000
      tIndex: 0, name: (null)
    41 Face:
      Collision Type: map_floor
      Vertex Count: 4
      vIndex: 43, 42, 30, 31
      UV: u:0.750000, v:0.250000
      UV: u:0.666667, v:0.250000
      UV: u:0.750000, v:0.000000
      UV: u:0.750000, v:0.000000
      tIndex: 0, name: (null)
    42 Face:
      Collision Type: map_floor
      Vertex Count: 4
      vIndex: 44, 43, 31, 32
      UV: u:0.833333, v:0.250000
      UV: u:0.750000, v:0.250000
      UV: u:0.750000, v:0.250000
      UV: u:0.833333, v:0.000000
      tIndex: 0, name: (null)
    43 Face:
      Collision Type: map_floor
      Vertex Count: 4
      vIndex: 45, 44, 32, 33
      UV: u:0.916667, v:0.250000
      UV: u:0.833333, v:0.250000
      UV: u:0.750000, v:0.500000
      UV: u:0.916667, v:0.000000
      tIndex: 0, name: (null)
    44 Face:
      Collision Type: map_floor
      Vertex Count: 4
      vIndex: 34, 45, 33, 22
      UV: u:1.000000, v:0.250000
      UV: u:0.916667, v:0.250000
      UV: u:0.750000, v:0.750000
      UV: u:0.000000, v:0.000000
      tIndex: 0, name: (null)
    45 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 91, 92, 35, 47
      UV: u:0.291667, v:1.000000
      UV: u:0.333333, v:0.000000
      UV: u:0.083333, v:0.250000
      UV: u:0.291667, v:1.000000
      tIndex: 0, name: (null)
    46 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 48, 47, 35, 36
      UV: u:0.166667, v:0.500000
      UV: u:0.291667, v:1.000000
      UV: u:0.083333, v:0.250000
      UV: u:0.166667, v:0.250000
      tIndex: 0, name: (null)
    47 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 49, 48, 36, 37
      UV: u:0.250000, v:0.500000
      UV: u:0.166667, v:0.500000
      UV: u:0.166667, v:0.250000
      UV: u:0.250000, v:0.250000
      tIndex: 0, name: (null)
    48 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 50, 49, 37, 38
      UV: u:0.333333, v:0.500000
      UV: u:0.250000, v:0.500000
      UV: u:0.250000, v:0.250000
      UV: u:0.333333, v:0.250000
      tIndex: 0, name: (null)
    49 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 51, 50, 38, 39
      UV: u:0.416667, v:0.500000
      UV: u:0.333333, v:0.500000
      UV: u:0.333333, v:0.250000
      UV: u:0.416667, v:0.250000
      tIndex: 0, name: (null)
    50 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 52, 51, 39, 40
      UV: u:0.500000, v:0.500000
      UV: u:0.416667, v:0.500000
      UV: u:0.416667, v:0.250000
      UV: u:0.708333, v:1.000000
      tIndex: 0, name: (null)
    51 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 101, 102, 52, 40
      UV: u:0.708333, v:1.000000
      UV: u:0.750000, v:0.000000
      UV: u:0.500000, v:0.500000
      UV: u:0.708333, v:1.000000
      tIndex: 0, name: (null)
    52 Face:
      Collision Type: map_floor
      Vertex Count: 4
      vIndex: 54, 53, 41, 42
      UV: u:0.666667, v:0.500000
      UV: u:0.583333, v:0.500000
      UV: u:0.583333, v:0.250000
      UV: u:0.666667, v:0.250000
      tIndex: 0, name: (null)
    53 Face:
      Collision Type: map_floor
      Vertex Count: 4
      vIndex: 55, 54, 42, 43
      UV: u:0.750000, v:0.500000
      UV: u:0.666667, v:0.500000
      UV: u:0.666667, v:0.250000
      UV: u:0.750000, v:0.250000
      tIndex: 0, name: (null)
    54 Face:
      Collision Type: map_floor
      Vertex Count: 4
      vIndex: 56, 55, 43, 44
      UV: u:0.833333, v:0.500000
      UV: u:0.750000, v:0.500000
      UV: u:0.750000, v:0.250000
      UV: u:0.833333, v:0.250000
      tIndex: 0, name: (null)
    55 Face:
      Collision Type: map_floor
      Vertex Count: 4
      vIndex: 57, 56, 44, 45
      UV: u:0.916667, v:0.500000
      UV: u:0.833333, v:0.500000
      UV: u:0.833333, v:0.250000
      UV: u:0.916667, v:0.250000
      tIndex: 0, name: (null)
    56 Face:
      Collision Type: map_floor
      Vertex Count: 4
      vIndex: 46, 57, 45, 34
      UV: u:1.000000, v:0.500000
      UV: u:0.916667, v:0.500000
      UV: u:0.916667, v:0.250000
      UV: u:0.000000, v:0.250000
      tIndex: 0, name: (null)
    57 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 90, 91, 47, 59
      UV: u:0.250000, v:1.000000
      UV: u:0.291667, v:0.000000
      UV: u:0.083333, v:0.500000
      UV: u:0.250000, v:1.000000
      tIndex: 0, name: (null)
    58 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 60, 59, 47, 48
      UV: u:0.166667, v:0.750000
      UV: u:0.250000, v:1.000000
      UV: u:0.083333, v:0.500000
      UV: u:0.166667, v:0.500000
      tIndex: 0, name: (null)
    59 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 61, 60, 48, 49
      UV: u:0.250000, v:0.750000
      UV: u:0.166667, v:0.750000
      UV: u:0.166667, v:0.500000
      UV: u:0.250000, v:0.500000
      tIndex: 0, name: (null)
    60 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 62, 61, 49, 50
      UV: u:0.333333, v:0.750000
      UV: u:0.250000, v:0.750000
      UV: u:0.250000, v:0.500000
      UV: u:0.333333, v:0.500000
      tIndex: 0, name: (null)
    61 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 63, 62, 50, 51
      UV: u:0.416667, v:0.750000
      UV: u:0.333333, v:0.750000
      UV: u:0.333333, v:0.500000
      UV: u:0.416667, v:0.500000
      tIndex: 0, name: (null)
    62 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 64, 63, 51, 52
      UV: u:0.500000, v:0.750000
      UV: u:0.416667, v:0.750000
      UV: u:0.416667, v:0.500000
      UV: u:0.750000, v:1.000000
      tIndex: 0, name: (null)
    63 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 102, 103, 64, 52
      UV: u:0.750000, v:1.000000
      UV: u:0.791667, v:0.000000
      UV: u:0.500000, v:0.750000
      UV: u:0.750000, v:1.000000
      tIndex: 0, name: (null)
    64 Face:
      Collision Type: map_floor
      Vertex Count: 4
      vIndex: 66, 65, 53, 54
      UV: u:0.666667, v:0.750000
      UV: u:0.583333, v:0.750000
      UV: u:0.583333, v:0.500000
      UV: u:0.666667, v:0.500000
      tIndex: 0, name: (null)
    65 Face:
      Collision Type: map_floor
      Vertex Count: 4
      vIndex: 67, 66, 54, 55
      UV: u:0.750000, v:0.750000
      UV: u:0.666667, v:0.750000
      UV: u:0.666667, v:0.500000
      UV: u:0.750000, v:0.500000
      tIndex: 0, name: (null)
    66 Face:
      Collision Type: map_floor
      Vertex Count: 4
      vIndex: 68, 67, 55, 56
      UV: u:0.833333, v:0.750000
      UV: u:0.750000, v:0.750000
      UV: u:0.750000, v:0.500000
      UV: u:0.833333, v:0.500000
      tIndex: 0, name: (null)
    67 Face:
      Collision Type: map_floor
      Vertex Count: 4
      vIndex: 69, 68, 56, 57
      UV: u:0.916667, v:0.750000
      UV: u:0.833333, v:0.750000
      UV: u:0.833333, v:0.500000
      UV: u:0.916667, v:0.500000
      tIndex: 0, name: (null)
    68 Face:
      Collision Type: map_floor
      Vertex Count: 4
      vIndex: 58, 69, 57, 46
      UV: u:1.000000, v:0.750000
      UV: u:0.916667, v:0.750000
      UV: u:0.916667, v:0.500000
      UV: u:0.000000, v:0.500000
      tIndex: 0, name: (null)
    69 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 89, 90, 59, 71
      UV: u:0.208333, v:1.000000
      UV: u:0.250000, v:0.000000
      UV: u:0.083333, v:0.750000
      UV: u:0.208333, v:1.000000
      tIndex: 0, name: (null)
    70 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 72, 71, 59, 60
      UV: u:0.250000, v:0.000000
      UV: u:0.208333, v:1.000000
      UV: u:0.083333, v:0.750000
      UV: u:0.166667, v:0.750000
      tIndex: 0, name: (null)
    71 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 73, 72, 60, 61
      UV: u:0.375000, v:0.000000
      UV: u:0.166667, v:1.000000
      UV: u:0.166667, v:0.750000
      UV: u:0.250000, v:0.750000
      tIndex: 0, name: (null)
    72 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 74, 73, 61, 62
      UV: u:0.500000, v:0.000000
      UV: u:0.250000, v:1.000000
      UV: u:0.250000, v:0.750000
      UV: u:0.333333, v:0.750000
      tIndex: 0, name: (null)
    73 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 105, 106, 74, 10
      UV: u:0.875000, v:1.000000
      UV: u:0.916667, v:0.000000
      UV: u:0.333333, v:1.000000
      UV: u:0.875000, v:1.000000
      tIndex: 0, name: (null)
    74 Face:
      Collision Type: map_floor
      Vertex Count: 4
      vIndex: 76, 75, 67, 68
      UV: u:0.750000, v:0.000000
      UV: u:0.750000, v:1.000000
      UV: u:0.750000, v:0.750000
      UV: u:0.833333, v:0.750000
      tIndex: 0, name: (null)
    75 Face:
      Collision Type: map_floor
      Vertex Count: 4
      vIndex: 77, 76, 68, 69
      UV: u:0.875000, v:0.000000
      UV: u:0.833333, v:1.000000
      UV: u:0.833333, v:0.750000
      UV: u:0.916667, v:0.750000
      tIndex: 0, name: (null)
    76 Face:
      Collision Type: map_floor
      Vertex Count: 4
      vIndex: 70, 77, 69, 58
      UV: u:1.000000, v:0.000000
      UV: u:0.916667, v:1.000000
      UV: u:0.916667, v:0.750000
      UV: u:0.000000, v:0.750000
      tIndex: 0, name: (null)
    77 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 88, 89, 71, 79
      UV: u:0.166667, v:1.000000
      UV: u:0.208333, v:0.000000
      UV: u:0.125000, v:0.000000
      UV: u:0.166667, v:1.000000
      tIndex: 0, name: (null)
    78 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 80, 79, 71, 72
      UV: u:0.250000, v:0.500000
      UV: u:0.166667, v:1.000000
      UV: u:0.083333, v:1.000000
      UV: u:0.250000, v:0.000000
      tIndex: 0, name: (null)
    79 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 81, 80, 72, 73
      UV: u:0.375000, v:0.500000
      UV: u:0.250000, v:0.500000
      UV: u:0.166667, v:1.000000
      UV: u:0.375000, v:0.000000
      tIndex: 0, name: (null)
    80 Face:
      Collision Type: no_type
      Vertex Count: 4
      vIndex: 82, 81, 73, 74
      UV: u:0.500000, v:0.500000
      UV: u:0.375000, v:0.500000
      UV: u:0.250000, v:1.000000
      UV: u:0.916667, v:1.000000
      tIndex: 0, name: (null)
